"ABronte_Agnes" "ABronte_Tenant" "Austen_Emma" "Austen_Pride" "Austen_Sense" "CBronte_Jane" "CBronte_Professor" "CBronte_Villette" "EBronte_Wuthering" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill"
"delighted" 0.0161035310651754 0.0143455728964309 0.0186977631242716 0.0188942742134231 0.0167224080267559 0.003206567049317 0.00563069403934729 0.00257487743583405 0.00600286422378678 0.00370976642383154 0.00408374825262695 0.00673433065563519
"expressed" 0.0131756163260526 0.00717278644821547 0.00623258770809052 0.0213587447630001 0.0125418060200669 0.0117574125141623 0.0135136656944335 0.00926955876900259 0.00943307235166494 0.00185488321191577 0.00628268961942608 0.0033671653278176
"forgive" 0.0029279147391228 0.0179319661205387 0.00436281139566337 0.00821490183192311 0.00836120401337793 0.00908527330639817 0.00225227761573892 0.00514975487166811 0.0162934886074213 0.00927441605957885 0.00502615169554086 0.0110635432199721
"happen" 0.00585582947824559 0.00239092881607182 0.00747910524970863 0.00985788219830773 0.0100334448160535 0.003206567049317 0.00563069403934729 0.00308985292300087 0.00514531219181724 0.0268958065727787 0.00691095858136868 0.00913944874693347
"lest" 0.0131756163260526 0.0113569118763412 0.0012465175416181 0.00657192146553849 0.00250836120401338 0.00534427841552834 0 0.00617970584600173 0.0085755203196954 0.0120567408774525 0.00879576546719651 0.0187599211121266
"paid" 0.0102477015869298 0.00358639322410774 0.011841916645372 0.0156083134806539 0.0100334448160535 0.00374099489086983 0.00337841642360837 0.00823960779466897 0.00343020812787816 0.00370976642383154 0.00942403442913911 0.016835826639088
"sooner" 0.00731978684780699 0.00836825085625138 0.00747910524970863 0.0106793723815 0.00919732441471572 0.00534427841552834 0.00788297165508621 0.00360482841016768 0.00343020812787816 0.0185488321191577 0.00565442065748347 0.0120255904564914
"tom^s" 0.0014639573695614 0 0 0 0 0 0 0 0 0.000927441605957885 0 0.078406849776324
"choose" 0.00585582947824559 0.0149433051004489 0.000623258770809052 0.0156083134806539 0.00250836120401338 0.00748198978173967 0.00675683284721675 0.00772463230750216 0.00686041625575632 0.00510092883276837 0.0131936482007948 0.00817740151041416
"comfortable" 0.0117116589564912 0.00358639322410774 0.0211907982075078 0.00985788219830773 0.0250836120401338 0.00534427841552834 0.00337841642360837 0.00154492646150043 0.0042877601598477 0.0129841824834104 0.00534028617651216 0.00432921256433691
"foot" 0.0043918721086842 0.00836825085625138 0.00436281139566337 0.000821490183192311 0.00167224080267559 0.0154984074050322 0.0135136656944335 0.0118444362048366 0.0120057284475736 0.00834697445362096 0.00376961377165565 0.0144307085477897
"understood" 0.0029279147391228 0.00298866102008978 0.0143349517286082 0.0106793723815 0.0117056856187291 0.006413134098634 0.00900911046295566 0.0102995097433362 0.0042877601598477 0.00602837043872625 0.00879576546719651 0.0105825196017124
"bound" 0.0014639573695614 0.00597732204017956 0.000623258770809052 0.000821490183192311 0.00501672240802676 0.009619701147951 0.00563069403934729 0.00566473035883492 0.00343020812787816 0.0153027864983051 0.0135077826817661 0.0149117321660494
"narrow" 0.00731978684780699 0.00239092881607182 0.00249303508323621 0.000821490183192311 0.00334448160535117 0.016032835246585 0.0236489149652586 0.00926955876900259 0.00514531219181724 0.0125204616804314 0.0078533620242826 0.00913944874693347
"pocket" 0 0.00478185763214365 0.000623258770809052 0.00164298036638462 0.00334448160535117 0.006413134098634 0.00563069403934729 0.00514975487166811 0.0085755203196954 0.0213311569370314 0.00879576546719651 0.0182788974938669
"quickly" 0.00585582947824559 0.0107591796723232 0.00436281139566337 0.00328596073276924 0.00250836120401338 0.00855084546484534 0.00675683284721675 0.00875458328183579 0.00686041625575632 0.00788325365064202 0.01445018612468 0.00865842512867382
"simple" 0.00731978684780699 0.00418412542812569 0.0105953991037539 0.000821490183192311 0.0142140468227425 0.0048098505739755 0.0101352492708251 0.00875458328183579 0.0042877601598477 0.0111292992714946 0.010366437872053 0.00962047236519313
"youth" 0.0043918721086842 0.00777051865223343 0.00685584647889957 0.0073934116487308 0.00585284280936455 0.00908527330639817 0.0135136656944335 0.0139043381535039 0.00600286422378678 0.00788325365064202 0.00722509306233999 0.00865842512867382
"candle" 0.00585582947824559 0.0161387695084848 0 0 0 0.0251181085529832 0.00225227761573892 0.00514975487166811 0.0231539048631776 0.0115930200744736 0.00376961377165565 0.00432921256433691
"wide" 0.0102477015869298 0.00418412542812569 0 0.00246447054957693 0.000836120401337793 0.0117574125141623 0.012387526886564 0.0185391175380052 0.00943307235166494 0.00602837043872625 0.00565442065748347 0.0163548030208283
"action" 0.0029279147391228 0.00119546440803591 0.00373955262485431 0.00164298036638462 0.00501672240802676 0.00534427841552834 0.0157659433101724 0.0144193136406707 0.00343020812787816 0.00510092883276837 0.0160208585295365 0.0125066140747511
"dance" 0.0014639573695614 0.00239092881607182 0.0130884341869901 0.0254661956789616 0.0108695652173913 0.0016032835246585 0.00450455523147783 0.00617970584600173 0.00686041625575632 0.0227223193459682 0.00125653792388522 0.00577228341911588
"dog" 0.0190314458042982 0.0119546440803591 0.000623258770809052 0 0.000836120401337793 0.012826268197268 0.0112613880786946 0.00257487743583405 0.0188661447033299 0.00973813686255779 0.00534028617651216 0.0134686613112704
"note" 0.0014639573695614 0.00358639322410774 0.0143349517286082 0.00657192146553849 0.0125418060200669 0.00587870625708117 0.014639804502303 0.0133893626663371 0.00771796828772586 0.000463720802978942 0.00753922754331129 0.0120255904564914
"promised" 0.0102477015869298 0.0119546440803591 0.0105953991037539 0.0172512938470385 0.0100334448160535 0.00534427841552834 0.00675683284721675 0.00720965682033535 0.0085755203196954 0.00510092883276837 0.00471201721456956 0.00913944874693347
"wickham" 0 0 0 0.133081409677154 0 0 0 0 0 0 0 0
"attachment" 0.0014639573695614 0.00836825085625138 0.0299164209988345 0.0221802349461924 0.0275919732441472 0.003206567049317 0.00225227761573892 0.00360482841016768 0.00514531219181724 0.000463720802978942 0.00345547929068434 0.00240511809129828
"ere" 0.0043918721086842 0.00298866102008978 0 0.00164298036638462 0.000836120401337793 0.0219115415036662 0.0382887194675616 0.0303835537428418 0.0137208325115126 0 0 0
"instantly" 0.0029279147391228 0.00777051865223343 0.00872562279132673 0.0254661956789616 0.0259197324414716 0.012826268197268 0.014639804502303 0.00978453425616941 0.0102906243836345 0.000463720802978942 0 0.000481023618259657
"sought" 0.00585582947824559 0.0143455728964309 0.00373955262485431 0.00410745091596155 0.00501672240802676 0.0235148250283247 0.0157659433101724 0.0175091665636716 0.00343020812787816 0.00278232481787365 0.00376961377165565 0.000962047236519313
"admiration" 0.0029279147391228 0.00657505424419751 0.0149582104994173 0.0205372545798078 0.0183946488294314 0.00534427841552834 0.00563069403934729 0.00360482841016768 0.00514531219181724 0.00278232481787365 0.00879576546719651 0.00673433065563519
"brow" 0.0029279147391228 0.00597732204017956 0 0.000821490183192311 0.00167224080267559 0.0176361187712435 0.0281534701967364 0.0159642401021711 0.0042877601598477 0.00602837043872625 0.00628268961942608 0.00865842512867382
"delightful" 0.0175674884347368 0.0101614474683052 0.0255536096031711 0.0156083134806539 0.0158862876254181 0.00267213920776417 0 0.00102995097433362 0.0042877601598477 0.00278232481787365 0.00910989994816781 0.00240511809129828
"disposed" 0.0161035310651754 0.00777051865223343 0.012465175416181 0.0123223527478847 0.0125418060200669 0.0101541289895038 0.012387526886564 0.00823960779466897 0.00171510406393908 0.00185488321191577 0.00753922754331129 0.00481023618259657
"earth" 0.00731978684780699 0.00777051865223343 0.00311629385404526 0.000821490183192311 0.00418060200668896 0.0144295517219265 0.00900911046295566 0.00875458328183579 0.0197236967352994 0.00788325365064202 0.0084816309862252 0.00577228341911588
"eh" 0.0014639573695614 0.000597732204017956 0 0 0 0.0016032835246585 0.00225227761573892 0.00360482841016768 0.0042877601598477 0.0301418521936313 0.0128795137198235 0.016835826639088
"husband^s" 0.0029279147391228 0.00956371526428729 0.00186977631242716 0.00657192146553849 0.00501672240802676 0.003206567049317 0.00112613880786946 0.00205990194866724 0.00257265609590862 0.00417348722681048 0.0257590274396469 0.00962047236519313
"man^s" 0.0014639573695614 0.00358639322410774 0.0105953991037539 0.00410745091596155 0.000836120401337793 0.00267213920776417 0.00788297165508621 0.00669468133316854 0.00257265609590862 0.0199399945280945 0.0141360516437087 0.00673433065563519
"prospect" 0.00585582947824559 0.00657505424419751 0.00810236402051768 0.0115008625646924 0.0125418060200669 0.006413134098634 0.00563069403934729 0.0046347793845013 0.00600286422378678 0.00463720802978942 0.0125653792388522 0.00962047236519313
"relief" 0.0131756163260526 0.00777051865223343 0.00560932893728147 0.0106793723815 0.0150501672240803 0.00587870625708117 0.00563069403934729 0.00669468133316854 0.00257265609590862 0.00927441605957885 0.0100523033910817 0.00673433065563519
"safe" 0.0014639573695614 0.0101614474683052 0.0130884341869901 0.00657192146553849 0.00836120401337793 0.00908527330639817 0.00675683284721675 0.0133893626663371 0.0102906243836345 0.00556464963574731 0.00376961377165565 0.00865842512867382
"writing" 0.00585582947824559 0.00657505424419751 0.00685584647889957 0.00985788219830773 0.0125418060200669 0.00587870625708117 0.0157659433101724 0.00514975487166811 0.0085755203196954 0.00649209124170519 0.0119371102769095 0.00481023618259657
"charming" 0.0175674884347368 0.00777051865223343 0.0199442806658897 0.0164298036638462 0.0142140468227425 0.00213771136621133 0.00450455523147783 0.00566473035883492 0.00257265609590862 0.00370976642383154 0.00628268961942608 0.00721535427389485
"distant" 0.0117116589564912 0.013150108488395 0.00623258770809052 0.00410745091596155 0.00752508361204013 0.0117574125141623 0.00337841642360837 0.0113294607176698 0.00171510406393908 0.00788325365064202 0.00565442065748347 0.0101014959834528
"hartfield" 0 0 0.0990981445586393 0 0 0 0 0 0 0 0 0
"hat" 0.00585582947824559 0.00896598306026934 0.000623258770809052 0.00164298036638462 0.00167224080267559 0.00534427841552834 0.012387526886564 0.00720965682033535 0.0145783845434822 0.0111292992714946 0.01445018612468 0.00625330703737554
"information" 0.00585582947824559 0.00657505424419751 0.0130884341869901 0.0221802349461924 0.0142140468227425 0.0080164176232925 0.014639804502303 0.00720965682033535 0.00600286422378678 0.00370976642383154 0.00376961377165565 0.00481023618259657
"intention" 0.00731978684780699 0.00717278644821547 0.00436281139566337 0.0123223527478847 0.00501672240802676 0.00748198978173967 0.0135136656944335 0.00411980389733449 0.011148176415604 0.00463720802978942 0.0135077826817661 0.00673433065563519
"justice" 0.0014639573695614 0.00179319661205387 0.0149582104994173 0.0123223527478847 0.0117056856187291 0.00587870625708117 0.00563069403934729 0.0118444362048366 0.00514531219181724 0.00602837043872625 0.00722509306233999 0.0101014959834528
"personal" 0.00585582947824559 0.00119546440803591 0.00436281139566337 0.00164298036638462 0.00585284280936455 0.00427542273242267 0.00563069403934729 0.00566473035883492 0.00343020812787816 0.00788325365064202 0.0188480688582782 0.015392755784309
"raised" 0.0043918721086842 0.0107591796723232 0.00373955262485431 0.00492894109915386 0.0100334448160535 0.0101541289895038 0.0135136656944335 0.00823960779466897 0.020581248767269 0.00510092883276837 0.00659682410039738 0.00529125980085622
"caleb" 0 0 0 0 0 0 0 0 0 0 0.049633247993466 0
"chamber" 0.0029279147391228 0.00597732204017956 0.000623258770809052 0.000821490183192311 0.00167224080267559 0.0197738301374548 0.0168920821180419 0.0200840439995056 0.0300143211189339 0.00278232481787365 0.000628268961942608 0.00384818894607725
"equally" 0.00878374421736839 0.0101614474683052 0.0112186578745629 0.0164298036638462 0.0334448160535117 0.0080164176232925 0.012387526886564 0.00360482841016768 0.00514531219181724 0.00139116240893683 0.00408374825262695 0.000962047236519313
"farm" 0 0.00717278644821547 0.00498607016647242 0.00164298036638462 0.00250836120401338 0.00106885568310567 0 0.00257487743583405 0.00514531219181724 0.0500818467217258 0.00188480688582782 0.00288614170955794
"piece" 0.014639573695614 0.00956371526428729 0.00810236402051768 0.00410745091596155 0.00418060200668896 0.0080164176232925 0.00450455523147783 0.00978453425616941 0.00771796828772586 0.00602837043872625 0.0081674965052539 0.0110635432199721
"receive" 0.0117116589564912 0.00717278644821547 0.00623258770809052 0.0230017251293847 0.0133779264214047 0.0080164176232925 0.0112613880786946 0.00772463230750216 0.0085755203196954 0.00463720802978942 0.00376961377165565 0.00577228341911588
"sister^s" 0.0043918721086842 0.00956371526428729 0.00373955262485431 0.0312166269613078 0.044314381270903 0.00267213920776417 0.00112613880786946 0.00102995097433362 0.00085755203196954 0.00185488321191577 0.00471201721456956 0.00673433065563519
"sunday" 0.0190314458042982 0.00478185763214365 0.0012465175416181 0.0073934116487308 0.000836120401337793 0.00106885568310567 0.00450455523147783 0.00617970584600173 0.0085755203196954 0.0343153394204417 0.00376961377165565 0.00529125980085622
"tender" 0.00878374421736839 0.00836825085625138 0.00810236402051768 0.00328596073276924 0.00919732441471572 0.003206567049317 0.00900911046295566 0.0149342891278375 0.00343020812787816 0.0139116240893683 0.00534028617651216 0.0076963778921545
"clothes" 0.0175674884347368 0.00239092881607182 0.000623258770809052 0.0106793723815 0.00334448160535117 0.00855084546484534 0.00337841642360837 0.00360482841016768 0.0102906243836345 0.0185488321191577 0.00628268961942608 0.0120255904564914
"extremely" 0.0161035310651754 0.00298866102008978 0.0411350788733974 0.0123223527478847 0.0108695652173913 0.000534427841552834 0.00563069403934729 0.00102995097433362 0.0102906243836345 0.00278232481787365 0.00219894136679913 0.00673433065563519
"gathered" 0.00731978684780699 0.00418412542812569 0 0.00164298036638462 0.000836120401337793 0.012826268197268 0.00225227761573892 0.0169941910765048 0.0137208325115126 0.00649209124170519 0.010366437872053 0.00962047236519313
"matters" 0.0117116589564912 0.0125523762843771 0.00623258770809052 0.00657192146553849 0.00752508361204013 0.00694756194018684 0.00563069403934729 0.0113294607176698 0.00514531219181724 0.00602837043872625 0.00879576546719651 0.00673433065563519
"miles" 0.014639573695614 0.00896598306026934 0.0105953991037539 0.013143842931077 0.00836120401337793 0.0144295517219265 0.00900911046295566 0.00257487743583405 0.0102906243836345 0.00881069525659991 0.00408374825262695 0.00240511809129828
"mistaken" 0.0131756163260526 0.0143455728964309 0.0137116929577991 0.0172512938470385 0.0175585284280936 0.00534427841552834 0.00788297165508621 0.00566473035883492 0.0042877601598477 0.00278232481787365 0.00502615169554086 0.00240511809129828
"remembered" 0.00731978684780699 0.00298866102008978 0.00373955262485431 0.0073934116487308 0.00418060200668896 0.0106885568310567 0.00900911046295566 0.0113294607176698 0.00600286422378678 0.0111292992714946 0.00910989994816781 0.00817740151041416
"required" 0.0131756163260526 0.00836825085625138 0.00872562279132673 0.00821490183192311 0.0158862876254181 0.00748198978173967 0.00450455523147783 0.00720965682033535 0.00257265609590862 0.00649209124170519 0.00942403442913911 0.00577228341911588
"calling" 0.0131756163260526 0.00896598306026934 0.011841916645372 0.0123223527478847 0.0108695652173913 0.0016032835246585 0.00563069403934729 0.00669468133316854 0.0128632804795431 0.00278232481787365 0.00942403442913911 0.00625330703737554
"existence" 0.0014639573695614 0.00358639322410774 0.00436281139566337 0.00246447054957693 0.00668896321070234 0.0203082579790077 0.00900911046295566 0.00772463230750216 0.0162934886074213 0.00417348722681048 0.00722509306233999 0.00913944874693347
"he^ll" 0.0102477015869298 0.00597732204017956 0 0 0.000836120401337793 0 0.00225227761573892 0 0.0514531219181724 0.0180851113161788 0.00282721032874173 0.0134686613112704
"lowick" 0 0 0 0 0 0 0 0 0 0 0.0490049790315234 0
"miserable" 0.00731978684780699 0.0143455728964309 0.00685584647889957 0.00492894109915386 0.0100334448160535 0.006413134098634 0.00112613880786946 0.00566473035883492 0.0128632804795431 0.00973813686255779 0.00942403442913911 0.00384818894607725
"severe" 0.0029279147391228 0.00956371526428729 0.0112186578745629 0.00657192146553849 0.00501672240802676 0.00855084546484534 0.00450455523147783 0.010814485230503 0.00257265609590862 0.00741953284766308 0.0081674965052539 0.00962047236519313
"shame" 0.0014639573695614 0.00836825085625138 0.00560932893728147 0.00821490183192311 0.00668896321070234 0.00908527330639817 0.00900911046295566 0.00823960779466897 0.0128632804795431 0.0125204616804314 0.00596855513845477 0.00577228341911588
"somebody" 0.0102477015869298 0.0125523762843771 0.00997214033294484 0.00575043128234618 0.00250836120401338 0.0016032835246585 0.00225227761573892 0.00566473035883492 0.00686041625575632 0.0102018576655367 0.0122512447578808 0.00817740151041416
"spare" 0.0175674884347368 0.0101614474683052 0.00747910524970863 0.00575043128234618 0.0100334448160535 0.00427542273242267 0.00450455523147783 0.00566473035883492 0.011148176415604 0.0102018576655367 0.00879576546719651 0.00481023618259657
"collins" 0 0 0 0.127330978394808 0 0 0 0 0 0 0 0
"drawn" 0 0.00239092881607182 0.00934888156213578 0.00657192146553849 0.0100334448160535 0.0133606960388208 0.00900911046295566 0.00926955876900259 0.00171510406393908 0.0111292992714946 0.0084816309862252 0.00577228341911588
"lydia" 0 0 0 0.109258194364577 0 0 0 0 0 0.0102018576655367 0 0
"returning" 0.014639573695614 0.013150108488395 0.0105953991037539 0.00985788219830773 0.0108695652173913 0.00427542273242267 0.00563069403934729 0.00514975487166811 0.00600286422378678 0.00649209124170519 0.00628268961942608 0.00817740151041416
"stranger" 0.00585582947824559 0.00657505424419751 0.00311629385404526 0.00985788219830773 0.000836120401337793 0.0176361187712435 0.00788297165508621 0.0133893626663371 0.0171510406393908 0.00649209124170519 0.00502615169554086 0.00288614170955794
"circumstance" 0.0029279147391228 0.0113569118763412 0.0211907982075078 0.0156083134806539 0.0158862876254181 0.00694756194018684 0.0180182209259113 0.0046347793845013 0.0042877601598477 0.00139116240893683 0.00345547929068434 0.00192409447303863
"clever" 0.0102477015869298 0.00239092881607182 0.0168279868118444 0.00575043128234618 0.00418060200668896 0.00587870625708117 0.00563069403934729 0.00514975487166811 0.00171510406393908 0.00834697445362096 0.0109947068339956 0.0110635432199721
"daughters" 0.00878374421736839 0.0053795898361616 0.00436281139566337 0.0410745091596155 0.0225752508361204 0.006413134098634 0.00788297165508621 0.00257487743583405 0 0.00510092883276837 0.00408374825262695 0.0033671653278176
"delicate" 0.00878374421736839 0.00657505424419751 0.00623258770809052 0.00492894109915386 0.00752508361204013 0.00534427841552834 0.00450455523147783 0.0118444362048366 0.0042877601598477 0.0115930200744736 0.0100523033910817 0.00625330703737554
"dislike" 0.00878374421736839 0.00896598306026934 0.0105953991037539 0.0188942742134231 0.0100334448160535 0.00534427841552834 0.00225227761573892 0.00360482841016768 0.0042877601598477 0.00231860401489471 0.0128795137198235 0.00529125980085622
"loss" 0.0043918721086842 0.00836825085625138 0.0143349517286082 0.0139653331142693 0.0167224080267559 0.00534427841552834 0 0.00772463230750216 0.0085755203196954 0.00370976642383154 0.00722509306233999 0.00529125980085622
"parish" 0.0131756163260526 0.00657505424419751 0.00560932893728147 0.0073934116487308 0.00250836120401338 0.00267213920776417 0.00337841642360837 0.000514975487166811 0.00343020812787816 0.024113481754905 0.00722509306233999 0.0120255904564914
"property" 0.0043918721086842 0.00657505424419751 0.00373955262485431 0.00657192146553849 0.00752508361204013 0.006413134098634 0.00563069403934729 0.00360482841016768 0.00943307235166494 0.00139116240893683 0.0188480688582782 0.00913944874693347
"stopped" 0.00731978684780699 0.00119546440803591 0.0105953991037539 0.00492894109915386 0.00919732441471572 0.0245836807114303 0.0101352492708251 0.00720965682033535 0.0137208325115126 0.00463720802978942 0.00251307584777043 0.00481023618259657
"story" 0.0043918721086842 0.00836825085625138 0.00872562279132673 0.0073934116487308 0.00836120401337793 0.00427542273242267 0.00112613880786946 0.00411980389733449 0.00943307235166494 0.0120567408774525 0.010366437872053 0.00817740151041416
"consent" 0.0117116589564912 0.00896598306026934 0.00872562279132673 0.0106793723815 0.0108695652173913 0.00587870625708117 0.0112613880786946 0.00514975487166811 0.0102906243836345 0.00602837043872625 0.00408374825262695 0.0101014959834528
"due" 0.0102477015869298 0.00418412542812569 0.0143349517286082 0.00903639201511542 0.0108695652173913 0.00427542273242267 0.0101352492708251 0.00514975487166811 0.00600286422378678 0.00231860401489471 0.0109947068339956 0.00865842512867382
"enjoy" 0.0204954031738596 0.0173342339165207 0.00560932893728147 0.00657192146553849 0.00668896321070234 0.00694756194018684 0.00337841642360837 0.00669468133316854 0.00943307235166494 0.00370976642383154 0.00659682410039738 0.0076963778921545
"false" 0.0102477015869298 0.0191274305285746 0.00186977631242716 0.00985788219830773 0.00250836120401338 0.0048098505739755 0.012387526886564 0.00926955876900259 0.00343020812787816 0.00556464963574731 0.0081674965052539 0.0076963778921545
"frequently" 0.0351349768694736 0.0167365017125028 0.00498607016647242 0.0188942742134231 0.0117056856187291 0.00748198978173967 0.014639804502303 0.00257487743583405 0.011148176415604 0.00139116240893683 0.00157067240485652 0.00144307085477897
"history" 0.0043918721086842 0.00358639322410774 0.0105953991037539 0.00328596073276924 0.000836120401337793 0.006413134098634 0.0112613880786946 0.00772463230750216 0.00771796828772586 0.00556464963574731 0.0113088413149669 0.0134686613112704
"ma" 0.00585582947824559 0.0053795898361616 0.00685584647889957 0.00575043128234618 0.0317725752508361 0.0213771136621133 0.00788297165508621 0.0102995097433362 0.00686041625575632 0.0032460456208526 0.000628268961942608 0
"mistake" 0.0029279147391228 0.00896598306026934 0.00997214033294484 0.00657192146553849 0.00836120401337793 0.00694756194018684 0.0112613880786946 0.00720965682033535 0.00514531219181724 0.00185488321191577 0.0122512447578808 0.0076963778921545
"movement" 0 0.00239092881607182 0.000623258770809052 0 0 0.0101541289895038 0.0180182209259113 0.0118444362048366 0.00686041625575632 0.0120567408774525 0.0122512447578808 0.00817740151041416
"result" 0.00731978684780699 0.013150108488395 0.00373955262485431 0.00410745091596155 0.00752508361204013 0.0101541289895038 0.0112613880786946 0.00772463230750216 0.00171510406393908 0.00231860401489471 0.0125653792388522 0.00721535427389485
"sunshine" 0.0102477015869298 0.00836825085625138 0.000623258770809052 0 0.000836120401337793 0.00694756194018684 0.0112613880786946 0.0102995097433362 0.0120057284475736 0.016230228104263 0.00376961377165565 0.0125066140747511
"worst" 0 0.00956371526428729 0.011841916645372 0.00575043128234618 0.00250836120401338 0.0080164176232925 0.00675683284721675 0.00669468133316854 0.00600286422378678 0.00973813686255779 0.0084816309862252 0.00913944874693347
"adam^s" 0 0 0 0 0 0 0.00225227761573892 0 0 0.0695581204468414 0 0
"address" 0.00585582947824559 0.00657505424419751 0.00560932893728147 0.0156083134806539 0.0175585284280936 0.00855084546484534 0.0281534701967364 0.0113294607176698 0.00171510406393908 0.00417348722681048 0.00376961377165565 0.000962047236519313
"affair" 0.00878374421736839 0.00239092881607182 0.00373955262485431 0.0147868232974616 0.0234113712374582 0.00267213920776417 0.0101352492708251 0.00617970584600173 0.00171510406393908 0.00370976642383154 0.0141360516437087 0.00432921256433691
"below" 0.0043918721086842 0.00597732204017956 0.00249303508323621 0.00410745091596155 0.000836120401337793 0.0154984074050322 0.00900911046295566 0.010814485230503 0.0128632804795431 0.00881069525659991 0.00628268961942608 0.00817740151041416
"engagement" 0.0043918721086842 0.000597732204017956 0.0193210218950806 0.0164298036638462 0.0526755852842809 0.000534427841552834 0.00112613880786946 0 0.00085755203196954 0.000463720802978942 0.00722509306233999 0.0033671653278176
"favour" 0.0117116589564912 0.0119546440803591 0.0162047280410354 0.0172512938470385 0.0225752508361204 0.0048098505739755 0.0112613880786946 0.0113294607176698 0.00085755203196954 0.0032460456208526 0.000314134480971304 0
"paper" 0.00585582947824559 0.00777051865223343 0.00810236402051768 0.00410745091596155 0.00585284280936455 0.0080164176232925 0.00563069403934729 0.00772463230750216 0.0042877601598477 0.00834697445362096 0.0116229757959382 0.00721535427389485
"relation" 0.0029279147391228 0.00119546440803591 0.000623258770809052 0.00903639201511542 0.0117056856187291 0.003206567049317 0.00337841642360837 0.00257487743583405 0.00514531219181724 0.00278232481787365 0.0213611447060487 0.0134686613112704
"remain" 0.00585582947824559 0.0119546440803591 0.00872562279132673 0.00821490183192311 0.0100334448160535 0.0080164176232925 0.00225227761573892 0.00514975487166811 0.0197236967352994 0.00231860401489471 0.00753922754331129 0.00625330703737554
"running" 0.0117116589564912 0.00717278644821547 0.00249303508323621 0.00821490183192311 0.00250836120401338 0.0112229846726095 0.00450455523147783 0.00411980389733449 0.0120057284475736 0.0125204616804314 0.00534028617651216 0.0115445668382318
"started" 0.0043918721086842 0.0101614474683052 0.00186977631242716 0.00328596073276924 0.00752508361204013 0.0080164176232925 0.00788297165508621 0.00720965682033535 0.0137208325115126 0.0106655784685157 0.00628268961942608 0.0101014959834528
"amiable" 0.0043918721086842 0.00358639322410774 0.0218140569783168 0.0295736465949232 0.0142140468227425 0.00267213920776417 0.00225227761573892 0.00566473035883492 0.00686041625575632 0.000463720802978942 0.00502615169554086 0.00529125980085622
"brown" 0.0322070621303508 0.0053795898361616 0 0.000821490183192311 0.00250836120401338 0.0101541289895038 0.0292796090046059 0.00205990194866724 0.00514531219181724 0.00927441605957885 0.00439788273359825 0.0129876376930107
"cast" 0.0043918721086842 0.0149433051004489 0.00186977631242716 0.00164298036638462 0.00418060200668896 0.00855084546484534 0.0112613880786946 0.00978453425616941 0.0085755203196954 0.0102018576655367 0.00879576546719651 0.00384818894607725
"habit" 0.0043918721086842 0.00298866102008978 0.00872562279132673 0.00575043128234618 0.00585284280936455 0.00427542273242267 0.00450455523147783 0.0118444362048366 0.0085755203196954 0.00649209124170519 0.0106805723530243 0.0105825196017124
"judge" 0.0117116589564912 0.00777051865223343 0.0162047280410354 0.00985788219830773 0.00501672240802676 0.0080164176232925 0.00337841642360837 0.00617970584600173 0.0042877601598477 0.00834697445362096 0.0084816309862252 0.00288614170955794
"keeping" 0.0117116589564912 0.00777051865223343 0.00685584647889957 0.00328596073276924 0.000836120401337793 0.00694756194018684 0.00112613880786946 0.0102995097433362 0.0102906243836345 0.00556464963574731 0.0109947068339956 0.0101014959834528
"lot" 0.0014639573695614 0.0053795898361616 0.000623258770809052 0.00164298036638462 0.00250836120401338 0.0048098505739755 0.00788297165508621 0.00772463230750216 0.00171510406393908 0.016230228104263 0.0128795137198235 0.0125066140747511
"reasons" 0.0043918721086842 0.00298866102008978 0.0012465175416181 0.00410745091596155 0.00501672240802676 0.0048098505739755 0.00675683284721675 0.00514975487166811 0.00771796828772586 0.00556464963574731 0.02167527918702 0.00721535427389485
"sky" 0.0043918721086842 0.00896598306026934 0.000623258770809052 0 0.00334448160535117 0.0208426858205605 0.0202704985416502 0.010814485230503 0.00514531219181724 0.00927441605957885 0.00565442065748347 0.00288614170955794
"thinks" 0.00878374421736839 0.013747840692413 0.0143349517286082 0.00328596073276924 0.00668896321070234 0.00267213920776417 0.00337841642360837 0.00720965682033535 0.00514531219181724 0.00881069525659991 0.0084816309862252 0.00625330703737554
"waited" 0.0102477015869298 0.00597732204017956 0.00373955262485431 0.00575043128234618 0.00836120401337793 0.0101541289895038 0.00675683284721675 0.0175091665636716 0.0085755203196954 0.00649209124170519 0.00565442065748347 0.00481023618259657
"welcome" 0.0102477015869298 0.0119546440803591 0.00997214033294484 0.00985788219830773 0.0142140468227425 0.006413134098634 0.00112613880786946 0.0118444362048366 0.00943307235166494 0.00556464963574731 0.00219894136679913 0.00625330703737554
"asking" 0.00878374421736839 0.00717278644821547 0.00623258770809052 0.0115008625646924 0.00501672240802676 0.00267213920776417 0.00450455523147783 0.00360482841016768 0.00686041625575632 0.00881069525659991 0.0131936482007948 0.00817740151041416
"curiosity" 0.0029279147391228 0.00597732204017956 0.0174512455826535 0.0188942742134231 0.020066889632107 0.006413134098634 0.00563069403934729 0.00566473035883492 0.0085755203196954 0.00231860401489471 0.00251307584777043 0.00577228341911588
"dressed" 0.00731978684780699 0.00358639322410774 0.00498607016647242 0.00492894109915386 0.00250836120401338 0.0187049744543492 0.0135136656944335 0.0231738969225065 0.00686041625575632 0.00463720802978942 0.00157067240485652 0.0033671653278176
